State,County,Preventable Hospital Stays,PCP Number,PCP Rate,MHP Number,MHP Rate,Smoking %,Obesity %,Physical Inactivy %,Mammogram %,Flu Vaccine %,Income 80%,Income 20%,Life Expectancy
Pennsylvania,Jefferson,4547.0,19.0,44.0,31.0,71.0,24,33,32,52.0,44.0,88841.0,20557.0,77.636998895
Pennsylvania,Juniata,3671.0,5.0,20.0,4.0,16.0,24,30,19,54.0,55.0,99991.0,25446.0,79.818095599
Pennsylvania,Lackawanna,4913.0,171.0,81.0,442.0,211.0,21,29,24,45.0,52.0,105013.0,20896.0,76.900854421
Pennsylvania,Lancaster,2689.0,392.0,72.0,835.0,153.0,20,33,21,48.0,61.0,118451.0,30453.0,80.451174262
Pennsylvania,Lawrence,4763.0,36.0,42.0,108.0,126.0,23,37,30,40.0,46.0,98439.0,20793.0,76.343706963
Pennsylvania,Lebanon,2978.0,83.0,59.0,400.0,282.0,21,38,22,51.0,55.0,107298.0,27927.0,78.888472583
Pennsylvania,Lehigh,4571.0,373.0,101.0,720.0,195.0,18,31,17,50.0,57.0,124747.0,27669.0,79.559889672
Pennsylvania,Luzerne,4710.0,252.0,79.0,344.0,108.0,21,33,28,43.0,50.0,103481.0,21903.0,76.333445963
Pennsylvania,Lycoming,3334.0,83.0,73.0,202.0,178.0,22,39,22,56.0,53.0,100940.0,23392.0,78.053702365
Pennsylvania,McKean,6175.0,22.0,54.0,44.0,108.0,23,36,22,51.0,39.0,92062.0,21048.0,76.817530205
Pennsylvania,Mercer,4756.0,67.0,61.0,188.0,172.0,23,37,25,42.0,46.0,96211.0,22569.0,76.763616313
Pennsylvania,Mifflin,4789.0,25.0,54.0,42.0,91.0,25,35,23,51.0,57.0,90630.0,23568.0,77.812565767
Pennsylvania,Monroe,5652.0,70.0,41.0,206.0,121.0,20,33,24,44.0,49.0,119253.0,29003.0,78.879670442
Pennsylvania,Montgomery,3983.0,1138.0,137.0,2968.0,357.0,14,25,18,47.0,61.0,175848.0,39670.0,80.899246443
Pennsylvania,Montour,4005.0,102.0,559.0,103.0,565.0,20,33,31,48.0,56.0,113471.0,22317.0,78.647948271
Pennsylvania,Northampton,4853.0,251.0,82.0,733.0,240.0,19,31,27,49.0,56.0,129099.0,31086.0,80.118350752
Pennsylvania,Northumberland,4430.0,39.0,43.0,33.0,36.0,23,39,28,53.0,53.0,94018.0,20748.0,77.010485788
Pennsylvania,Perry,4259.0,12.0,26.0,16.0,35.0,23,30,23,47.0,53.0,110929.0,29882.0,77.724488111
Pennsylvania,Philadelphia,6036.0,1141.0,72.0,4319.0,273.0,22,29,23,40.0,49.0,101219.0,15752.0,76.353925718
Pennsylvania,Pike,4617.0,16.0,29.0,51.0,91.0,19,29,28,41.0,50.0,122700.0,28943.0,79.969680852
Pennsylvania,Potter,5437.0,7.0,42.0,4.0,24.0,24,33,24,45.0,25.0,83318.0,20435.0,77.972141029
Pennsylvania,Schuylkill,4642.0,76.0,53.0,117.0,83.0,23,37,24,39.0,53.0,97128.0,22299.0,75.679154218
Pennsylvania,Snyder,3223.0,17.0,42.0,24.0,59.0,23,35,24,57.0,58.0,102035.0,26277.0,81.105807136
Pennsylvania,Somerset,3873.0,27.0,37.0,79.0,108.0,24,40,31,43.0,36.0,91490.0,22637.0,77.789824718
Pennsylvania,Susquehanna,5452.0,15.0,37.0,28.0,69.0,23,37,31,42.0,43.0,104710.0,24737.0,78.062726017
Pennsylvania,Tioga,3816.0,19.0,47.0,47.0,116.0,23,35,24,52.0,44.0,95498.0,22047.0,78.713613881
Pennsylvania,Union,2544.0,43.0,96.0,63.0,140.0,20,30,20,57.0,58.0,111440.0,25261.0,82.563741321
Pennsylvania,Venango,6379.0,27.0,53.0,80.0,158.0,24,36,27,44.0,53.0,90729.0,22385.0,77.350403111
Pennsylvania,Warren,3788.0,19.0,48.0,46.0,117.0,22,34,21,41.0,49.0,92650.0,23607.0,78.674553636
Pennsylvania,Washington,4947.0,162.0,78.0,239.0,116.0,19,38,22,41.0,47.0,124360.0,26961.0,77.015008102
Pennsylvania,Wayne,4165.0,26.0,51.0,46.0,90.0,21,30,26,42.0,48.0,102450.0,25314.0,78.632381092
Pennsylvania,Westmoreland,4174.0,268.0,76.0,574.0,165.0,20,30,23,43.0,49.0,115169.0,25688.0,77.867604779
Pennsylvania,Wyoming,4643.0,12.0,44.0,16.0,60.0,23,31,31,42.0,50.0,107402.0,26506.0,74.948431122
Pennsylvania,York,4295.0,315.0,70.0,554.0,123.0,21,31,21,48.0,59.0,119123.0,30535.0,79.037523769
Rhode Island,Bristol,2975.0,97.0,199.0,100.0,206.0,14,23,19,56.0,52.0,165629.0,31185.0,81.480995046
Rhode Island,Kent,3899.0,143.0,87.0,550.0,335.0,19,30,23,53.0,47.0,133221.0,30430.0,79.186955448
Rhode Island,Newport,3884.0,75.0,91.0,279.0,340.0,15,25,19,52.0,48.0,153919.0,31676.0,81.638583727
Rhode Island,Providence,4222.0,623.0,98.0,3159.0,494.0,18,30,25,49.0,43.0,117379.0,21386.0,79.394403947
Rhode Island,Washington,3545.0,113.0,90.0,402.0,320.0,16,26,19,54.0,46.0,154787.0,34775.0,80.996190523
South Carolina,Abbeville,2404.0,13.0,53.0,15.0,61.0,23,37,28,45.0,35.0,76389.0,14101.0,76.234120384
South Carolina,Aiken,4704.0,53.0,31.0,263.0,154.0,19,36,28,46.0,53.0,101395.0,22073.0,76.455743341
South Carolina,Allendale,3271.0,7.0,79.0,10.0,115.0,26,37,30,46.0,25.0,78393.0,10524.0,72.375622729
South Carolina,Anderson,5117.0,139.0,69.0,342.0,169.0,20,35,29,55.0,53.0,100744.0,21435.0,76.259944358
South Carolina,Bamberg,3886.0,5.0,35.0,6.0,43.0,22,40,36,40.0,25.0,79023.0,15208.0,73.467584542
South Carolina,Barnwell,4655.0,4.0,19.0,34.0,163.0,23,41,31,38.0,35.0,81037.0,12796.0,73.585554129
South Carolina,Beaufort,3643.0,127.0,67.0,302.0,157.0,16,25,17,51.0,54.0,128989.0,31089.0,82.900735029
South Carolina,Berkeley,3722.0,71.0,32.0,263.0,115.0,17,38,25,49.0,49.0,112803.0,29200.0,78.821246856
South Carolina,Calhoun,2739.0,3.0,21.0,2.0,14.0,20,45,35,43.0,29.0,93261.0,15490.0,75.96112112
South Carolina,Charleston,3687.0,502.0,124.0,1491.0,362.0,14,29,20,48.0,51.0,133514.0,25208.0,79.046903415
South Carolina,Cherokee,4958.0,21.0,37.0,31.0,54.0,23,44,37,47.0,47.0,77825.0,15969.0,73.758967995
South Carolina,Chester,4732.0,8.0,25.0,15.0,47.0,24,43,34,39.0,49.0,84914.0,15392.0,72.90599151
South Carolina,Chesterfield,6708.0,13.0,28.0,57.0,125.0,25,38,34,42.0,46.0,77997.0,17133.0,74.531338173
South Carolina,Clarendon,4711.0,9.0,27.0,36.0,107.0,23,41,32,40.0,38.0,83241.0,14879.0,75.680712569
South Carolina,Colleton,5444.0,19.0,50.0,46.0,122.0,23,40,36,40.0,32.0,75352.0,18283.0,71.888150329
South Carolina,Darlington,6794.0,34.0,51.0,87.0,131.0,21,37,32,41.0,37.0,84938.0,16754.0,73.342190489
South Carolina,Dillon,5462.0,15.0,49.0,41.0,135.0,27,41,33,40.0,44.0,69991.0,12217.0,72.92860792
South Carolina,Dorchester,4717.0,54.0,34.0,202.0,124.0,17,34,24,47.0,46.0,117308.0,27403.0,78.2544155
South Carolina,Edgefield,4583.0,10.0,37.0,16.0,59.0,20,38,32,43.0,48.0,107636.0,17710.0,80.586448333
South Carolina,Fairfield,3581.0,8.0,36.0,23.0,103.0,23,45,36,46.0,30.0,84204.0,14730.0,73.958424243
South Carolina,Florence,7160.0,141.0,102.0,312.0,226.0,20,39,32,44.0,44.0,97656.0,19260.0,73.879754971
South Carolina,Georgetown,3950.0,40.0,64.0,58.0,93.0,19,37,28,44.0,48.0,105178.0,19745.0,75.843736005
South Carolina,Greenville,2652.0,547.0,106.0,1265.0,242.0,17,30,24,48.0,55.0,117699.0,26277.0,78.417600061
South Carolina,Greenwood,4473.0,76.0,107.0,242.0,342.0,21,36,28,51.0,53.0,87638.0,17825.0,75.931750902
South Carolina,Hampton,5366.0,6.0,31.0,16.0,83.0,23,40,38,43.0,29.0,64115.0,17998.0,73.197154098
South Carolina,Horry,4107.0,203.0,59.0,543.0,153.0,19,33,26,42.0,50.0,93241.0,23715.0,77.232466826
South Carolina,Jasper,6062.0,6.0,21.0,22.0,73.0,23,37,25,42.0,40.0,92191.0,20475.0,77.442203999
South Carolina,Kershaw,4276.0,43.0,66.0,86.0,129.0,20,38,27,47.0,51.0,94775.0,20940.0,76.933771625
South Carolina,Lancaster,6409.0,42.0,44.0,48.0,49.0,19,32,26,40.0,52.0,114580.0,22959.0,77.788276045
South Carolina,Laurens,3670.0,35.0,52.0,43.0,64.0,24,37,32,47.0,44.0,83926.0,18420.0,73.848284561
South Carolina,Lee,6348.0,3.0,18.0,19.0,113.0,24,40,36,41.0,38.0,72438.0,13215.0,71.451903185
South Carolina,Lexington,3600.0,181.0,61.0,487.0,163.0,19,32,24,45.0,50.0,115741.0,27822.0,77.989007736
South Carolina,McCormick,2885.0,3.0,32.0,6.0,63.0,22,38,29,54.0,48.0,86167.0,17940.0,72.450679255
South Carolina,Marion,6907.0,13.0,42.0,30.0,98.0,23,41,35,40.0,32.0,71015.0,12141.0,72.102783354
South Carolina,Marlboro,6485.0,5.0,19.0,63.0,241.0,25,42,35,45.0,33.0,68465.0,12145.0,72.361904813
South Carolina,Newberry,3682.0,25.0,65.0,23.0,60.0,21,36,32,48.0,53.0,90408.0,19047.0,77.165523034
South Carolina,Oconee,4125.0,45.0,57.0,72.0,91.0,20,33,23,59.0,54.0,99645.0,20985.0,76.250165674
South Carolina,Orangeburg,5137.0,38.0,44.0,139.0,161.0,21,41,29,42.0,35.0,75727.0,13836.0,73.935234281
South Carolina,Pickens,4099.0,77.0,62.0,147.0,116.0,20,30,22,51.0,51.0,98316.0,20065.0,77.056228015
South Carolina,Richland,3772.0,352.0,85.0,1427.0,343.0,17,34,23,47.0,45.0,109249.0,22362.0,77.710320511
South Carolina,Saluda,4203.0,3.0,15.0,12.0,59.0,21,39,32,43.0,45.0,89071.0,20314.0,79.094647125
South Carolina,Spartanburg,3961.0,208.0,66.0,378.0,118.0,20,35,28,49.0,50.0,97436.0,22371.0,75.927889549
South Carolina,Sumter,6386.0,53.0,50.0,156.0,146.0,21,40,29,44.0,46.0,86555.0,19056.0,75.313939641
South Carolina,Union,4686.0,12.0,44.0,25.0,92.0,23,47,33,53.0,44.0,76002.0,15576.0,73.906277312
South Carolina,Williamsburg,4984.0,5.0,16.0,37.0,122.0,22,46,35,43.0,32.0,69923.0,11900.0,72.069293127
South Carolina,York,4519.0,127.0,46.0,483.0,172.0,18,32,23,45.0,54.0,128001.0,29550.0,78.168953356
South Dakota,Beadle,7387.0,10.0,53.0,53.0,287.0,21,37,20,46.0,54.0,96051.0,25979.0,78.833326835
South Dakota,Bon Homme,4667.0,4.0,57.0,1.0,14.0,21,40,24,59.0,31.0,97932.0,23364.0,80.427371716
South Dakota,Brookings,4494.0,20.0,57.0,48.0,137.0,17,30,16,53.0,59.0,106848.0,25692.0,82.387833481
South Dakota,Brown,4234.0,25.0,64.0,142.0,366.0,18,35,22,61.0,56.0,107401.0,27056.0,81.106739004
South Dakota,Brule,3682.0,8.0,153.0,6.0,113.0,21,35,27,49.0,48.0,108300.0,25988.0,80.47933145
South Dakota,Butte,2261.0,3.0,29.0,4.0,38.0,22,33,22,43.0,34.0,86970.0,21570.0,77.283545219
South Dakota,Charles Mix,3492.0,5.0,54.0,6.0,65.0,26,41,18,45.0,24.0,92380.0,20608.0,74.692591744
South Dakota,Clay,2941.0,7.0,50.0,7.0,50.0,18,31,20,46.0,58.0,105596.0,20876.0,79.044568816
South Dakota,Codington,5535.0,26.0,93.0,72.0,257.0,20,34,23,59.0,59.0,98945.0,23799.0,80.637049568
South Dakota,Custer,2985.0,4.0,46.0,5.0,56.0,18,33,25,44.0,44.0,105132.0,24287.0,79.966777137
South Dakota,Davison,2954.0,14.0,71.0,30.0,152.0,19,30,24,53.0,63.0,103152.0,25240.0,78.629099331
South Dakota,Dewey,5117.0,1.0,17.0,2.0,34.0,32,43,30,21.0,28.0,81238.0,17344.0,68.087870851
South Dakota,Douglas,2804.0,1.0,34.0,1.0,34.0,19,28,24,47.0,40.0,101000.0,25719.0,81.32998191
South Dakota,Fall River,3666.0,4.0,59.0,42.0,626.0,21,39,24,31.0,21.0,100362.0,20438.0,75.782495515
South Dakota,Grant,6018.0,8.0,112.0,1.0,14.0,19,25,21,42.0,38.0,94897.0,27673.0,79.32688794
South Dakota,Gregory,9802.0,3.0,71.0,1.0,24.0,22,27,32,50.0,32.0,90476.0,18141.0,79.085862999
South Dakota,Hughes,2006.0,13.0,74.0,39.0,223.0,17,32,22,50.0,58.0,113006.0,28921.0,78.596526034
South Dakota,Hutchinson,5311.0,5.0,68.0,2.0,27.0,19,34,20,51.0,32.0,103536.0,25084.0,78.982003585
South Dakota,Lake,3321.0,9.0,69.0,16.0,125.0,18,33,25,52.0,57.0,115640.0,27472.0,81.29211096
South Dakota,Lawrence,2175.0,22.0,85.0,48.0,186.0,19,27,18,51.0,53.0,101697.0,22681.0,79.674567721
South Dakota,Lincoln,4927.0,95.0,162.0,159.0,260.0,15,31,20,52.0,54.0,142094.0,40318.0,84.287675123
South Dakota,Lyman,2053.0,1.0,26.0,2.0,53.0,26,38,29,54.0,34.0,90371.0,24966.0,75.414773381
South Dakota,Meade,3181.0,18.0,64.0,69.0,244.0,18,29,21,49.0,45.0,101553.0,25559.0,78.83647204
South Dakota,Minnehaha,4361.0,182.0,94.0,373.0,193.0,17,31,21,53.0,60.0,110717.0,28896.0,78.554435786
South Dakota,Moody,5377.0,2.0,30.0,7.0,106.0,21,39,28,50.0,37.0,108452.0,30304.0,80.447379655
South Dakota,Oglala Lakota,4488.0,5.0,35.0,14.0,99.0,41,40,26,23.0,11.0,71846.0,10487.0,64.412891049
South Dakota,Pennington,3557.0,108.0,97.0,318.0,279.0,19,29,22,47.0,50.0,107042.0,25514.0,79.199304493
South Dakota,Perkins,3707.0,1.0,34.0,6.0,209.0,19,30,23,44.0,19.0,96896.0,24647.0,77.640800156
South Dakota,Roberts,5395.0,5.0,48.0,9.0,87.0,25,41,38,50.0,27.0,96764.0,20130.0,75.085981146
South Dakota,Spink,6163.0,2.0,31.0,4.0,63.0,19,40,24,51.0,28.0,108565.0,29641.0,79.448515241
South Dakota,Stanley,1474.0,3.0,99.0,1.0,32.0,16,26,24,45.0,55.0,131577.0,33082.0,89.184561882
South Dakota,Todd,9950.0,2.0,19.0,8.0,79.0,40,40,26,19.0,17.0,60806.0,7645.0,67.423945392
South Dakota,Tripp,7534.0,5.0,91.0,20.0,368.0,22,36,25,48.0,22.0,92488.0,21220.0,77.864807861
South Dakota,Union,4671.0,10.0,64.0,7.0,44.0,17,34,18,56.0,50.0,131924.0,32818.0,80.652402363
South Dakota,Walworth,5543.0,5.0,89.0,9.0,166.0,20,29,22,47.0,21.0,104364.0,26625.0,79.757357155
South Dakota,Yankton,3735.0,23.0,101.0,128.0,561.0,20,36,20,51.0,60.0,99148.0,26233.0,78.400465916
Tennessee,Anderson,4421.0,39.0,51.0,72.0,94.0,24,34,28,48.0,58.0,100322.0,21148.0,74.903394236
Tennessee,Bedford,4566.0,15.0,31.0,34.0,68.0,26,34,32,42.0,47.0,93976.0,24449.0,74.869590787
Tennessee,Benton,5153.0,3.0,19.0,7.0,43.0,30,33,26,35.0,50.0,73911.0,15469.0,72.142167805
Tennessee,Bledsoe,2991.0,1.0,7.0,4.0,27.0,28,37,31,40.0,37.0,89020.0,16744.0,77.894899465
Tennessee,Blount,4717.0,90.0,69.0,176.0,132.0,22,36,25,46.0,56.0,106893.0,25442.0,77.042199676
Tennessee,Bradley,5048.0,55.0,52.0,110.0,102.0,25,37,30,43.0,46.0,97862.0,22660.0,76.555573321
Tennessee,Campbell,6646.0,19.0,48.0,20.0,50.0,29,31,31,41.0,41.0,81580.0,16692.0,71.873666616
Tennessee,Cannon,5949.0,3.0,21.0,2.0,14.0,27,39,26,41.0,48.0,92470.0,21297.0,74.038127587
Tennessee,Carroll,6011.0,12.0,43.0,14.0,50.0,26,34,33,39.0,53.0,82940.0,17691.0,74.098485542
Tennessee,Carter,6290.0,22.0,39.0,17.0,30.0,28,38,30,45.0,45.0,76893.0,15782.0,75.153792865
Tennessee,Cheatham,4701.0,23.0,57.0,30.0,74.0,24,30,19,35.0,51.0,106633.0,29907.0,74.428996416
Tennessee,Chester,4933.0,4.0,23.0,15.0,87.0,25,35,26,36.0,47.0,92009.0,20229.0,76.59153837
Tennessee,Claiborne,4595.0,23.0,72.0,6.0,19.0,28,31,29,35.0,40.0,72232.0,14714.0,73.955389484
Tennessee,Cocke,5025.0,16.0,45.0,15.0,42.0,31,41,32,46.0,48.0,72696.0,14693.0,71.496163188
Tennessee,Coffee,5466.0,37.0,66.0,127.0,225.0,25,31,34,36.0,51.0,94816.0,22868.0,74.565914091
Tennessee,Cumberland,3790.0,40.0,67.0,20.0,33.0,27,35,30,48.0,50.0,84247.0,21145.0,76.603134909
Tennessee,Davidson,5087.0,665.0,96.0,2327.0,335.0,20,29,23,39.0,52.0,117554.0,26938.0,77.042077423
Tennessee,Decatur,5500.0,4.0,34.0,11.0,94.0,28,34,35,35.0,48.0,80813.0,16036.0,75.642356063
Tennessee,DeKalb,4971.0,9.0,45.0,10.0,49.0,26,35,28,37.0,55.0,92712.0,19480.0,73.589378499
Tennessee,Dickson,6799.0,19.0,36.0,55.0,102.0,25,28,22,42.0,54.0,99796.0,24854.0,74.799003487
Tennessee,Dyer,8987.0,14.0,38.0,20.0,54.0,27,38,38,30.0,49.0,86620.0,18649.0,73.052973967
Tennessee,Fayette,4771.0,15.0,37.0,4.0,10.0,23,44,31,36.0,50.0,125567.0,24253.0,78.087331104
Tennessee,Fentress,9340.0,10.0,55.0,6.0,32.0,30,31,27,35.0,46.0,70020.0,16595.0,74.088256058
Tennessee,Franklin,4887.0,27.0,64.0,22.0,52.0,25,33,25,41.0,53.0,96080.0,21308.0,76.09040419
Tennessee,Gibson,5371.0,21.0,43.0,12.0,24.0,26,41,32,44.0,52.0,89236.0,17871.0,74.090244948
Tennessee,Giles,6304.0,11.0,37.0,16.0,54.0,25,33,40,39.0,52.0,92117.0,19749.0,74.69165407
Tennessee,Grainger,4774.0,5.0,22.0,4.0,17.0,28,29,38,41.0,42.0,83396.0,19294.0,74.036069602
Tennessee,Greene,4744.0,39.0,56.0,66.0,96.0,27,38,32,44.0,51.0,84221.0,17925.0,74.173205708
Tennessee,Hamblen,5518.0,38.0,59.0,105.0,162.0,27,35,36,42.0,47.0,87866.0,19862.0,75.133646517
Tennessee,Hamilton,3941.0,403.0,111.0,814.0,221.0,20,31,24,45.0,52.0,111219.0,23309.0,77.314185553
Tennessee,Hardeman,5318.0,4.0,16.0,34.0,136.0,30,35,33,39.0,49.0,76360.0,16512.0,74.916159266
Tennessee,Hardin,5490.0,13.0,50.0,26.0,101.0,29,35,37,40.0,46.0,85496.0,18567.0,73.048791153
Tennessee,Hawkins,4334.0,15.0,27.0,10.0,18.0,28,32,35,46.0,41.0,81365.0,18553.0,74.975685902
Tennessee,Henderson,5323.0,7.0,25.0,14.0,50.0,28,38,34,36.0,42.0,84487.0,19093.0,75.07749945
Tennessee,Henry,5099.0,22.0,68.0,61.0,189.0,27,34,34,42.0,53.0,83198.0,16879.0,74.339006856
Tennessee,Hickman,3745.0,5.0,20.0,11.0,44.0,27,38,26,37.0,46.0,87100.0,19669.0,74.477980844
Tennessee,Houston,6303.0,2.0,24.0,17.0,207.0,29,25,29,34.0,50.0,79277.0,15904.0,74.230135549
Tennessee,Humphreys,6507.0,5.0,27.0,10.0,54.0,27,36,33,39.0,48.0,87625.0,20838.0,73.548002485
Tennessee,Jefferson,3813.0,21.0,39.0,19.0,35.0,25,42,28,48.0,50.0,96105.0,22503.0,75.759370454
Tennessee,Johnson,3380.0,6.0,34.0,16.0,90.0,30,30,26,42.0,36.0,74459.0,13964.0,73.857664467
Tennessee,Knox,3912.0,520.0,112.0,1772.0,377.0,19,29,22,50.0,57.0,113019.0,23492.0,76.294616728
Tennessee,Lauderdale,6371.0,2.0,8.0,4.0,16.0,30,47,36,30.0,47.0,77602.0,16389.0,73.389099999
Tennessee,Lawrence,5280.0,18.0,41.0,37.0,84.0,28,37,42,39.0,49.0,85427.0,17870.0,74.058636711
Tennessee,Lewis,4163.0,2.0,17.0,5.0,41.0,28,43,31,35.0,39.0,80982.0,18760.0,73.772105631
Tennessee,Lincoln,4587.0,18.0,53.0,11.0,32.0,27,35,35,38.0,53.0,98355.0,23348.0,74.756776557
Tennessee,Loudon,3920.0,30.0,57.0,30.0,55.0,22,25,26,57.0,58.0,106131.0,26632.0,77.658599957
Tennessee,McMinn,4654.0,26.0,49.0,37.0,69.0,26,36,35,43.0,45.0,88489.0,17514.0,74.439685162
Tennessee,McNairy,5154.0,9.0,35.0,35.0,136.0,29,32,38,36.0,48.0,77489.0,17497.0,73.335894455
Tennessee,Macon,12084.0,4.0,16.0,2.0,8.0,29,36,38,37.0,48.0,86182.0,18438.0,74.175738803
Tennessee,Madison,5382.0,129.0,132.0,251.0,256.0,23,40,31,45.0,53.0,96073.0,20108.0,75.693168406
Tennessee,Marion,3592.0,12.0,42.0,9.0,31.0,27,33,34,38.0,45.0,89242.0,19244.0,74.618425481
Tennessee,Marshall,3652.0,5.0,15.0,17.0,49.0,25,43,30,42.0,49.0,95264.0,25585.0,75.49008622
Tennessee,Maury,3568.0,53.0,56.0,220.0,228.0,22,32,32,43.0,55.0,106246.0,26872.0,76.037200268
Tennessee,Meigs,5799.0,6.0,49.0,1.0,8.0,27,31,35,42.0,35.0,87162.0,19210.0,72.761927845
Tennessee,Monroe,5380.0,9.0,19.0,20.0,43.0,28,37,27,41.0,46.0,83983.0,19300.0,74.804521394
Tennessee,Montgomery,4785.0,82.0,40.0,415.0,199.0,22,36,26,34.0,47.0,103668.0,27060.0,75.597275276
Tennessee,Moore,5751.0,1.0,16.0,1.0,15.0,25,29,21,38.0,52.0,112034.0,24594.0,78.559505598
Tennessee,Morgan,7206.0,3.0,14.0,2.0,9.0,31,38,32,37.0,39.0,85424.0,17944.0,74.178564719
Tennessee,Obion,5685.0,14.0,46.0,15.0,50.0,28,39,40,43.0,45.0,79994.0,16901.0,75.534436925
Tennessee,Overton,7511.0,12.0,54.0,2.0,9.0,29,36,30,38.0,54.0,77004.0,16750.0,74.384110751
Tennessee,Perry,8693.0,2.0,25.0,5.0,62.0,31,29,27,32.0,47.0,80541.0,14813.0,73.31739285
Tennessee,Polk,4541.0,8.0,47.0,1.0,6.0,27,40,34,38.0,43.0,88388.0,21158.0,73.290929537
Tennessee,Putnam,5627.0,52.0,66.0,188.0,234.0,25,28,25,43.0,54.0,89237.0,17338.0,76.660404067
Tennessee,Rhea,4599.0,12.0,36.0,12.0,36.0,28,40,28,46.0,47.0,88679.0,18170.0,74.121582277
Tennessee,Roane,5626.0,18.0,34.0,24.0,45.0,24,37,23,47.0,55.0,105513.0,19504.0,74.809149444
Tennessee,Robertson,4962.0,26.0,37.0,46.0,64.0,24,38,31,37.0,54.0,113142.0,29414.0,75.878083866
Tennessee,Rutherford,4840.0,137.0,42.0,325.0,98.0,20,33,23,44.0,52.0,116068.0,32414.0,77.631685508
Tennessee,Scott,6328.0,8.0,36.0,11.0,50.0,30,40,34,40.0,43.0,71405.0,15985.0,72.160726511
Tennessee,Sequatchie,2293.0,5.0,34.0,3.0,20.0,26,37,25,38.0,43.0,90976.0,19852.0,77.193299624
Tennessee,Sevier,4048.0,38.0,39.0,71.0,72.0,25,44,37,44.0,48.0,86540.0,23630.0,75.737877828
Tennessee,Shelby,4947.0,806.0,86.0,1400.0,149.0,21,35,27,34.0,49.0,109527.0,19919.0,75.509973822
Tennessee,Smith,8237.0,9.0,45.0,4.0,20.0,27,32,26,35.0,52.0,98776.0,21656.0,75.279106878
Tennessee,Stewart,5589.0,1.0,7.0,4.0,29.0,26,29,22,38.0,40.0,86568.0,22173.0,75.743384619
Tennessee,Sullivan,4960.0,199.0,126.0,199.0,126.0,25,33,31,47.0,50.0,92658.0,20496.0,75.657731538
Tennessee,Sumner,6319.0,91.0,49.0,168.0,88.0,21,27,32,38.0,53.0,124570.0,31941.0,78.041721763
Tennessee,Tipton,5347.0,17.0,28.0,41.0,67.0,25,37,32,34.0,47.0,110650.0,27626.0,75.375656777
Tennessee,Unicoi,4649.0,6.0,34.0,3.0,17.0,27,27,22,46.0,44.0,79492.0,17773.0,72.871689963
Tennessee,Union,5104.0,3.0,15.0,10.0,50.0,30,34,29,40.0,47.0,83603.0,19750.0,74.735483386
Tennessee,Warren,3695.0,21.0,51.0,29.0,70.0,28,35,34,38.0,48.0,79080.0,16828.0,74.501433234
Tennessee,Washington,4374.0,226.0,176.0,423.0,327.0,22,34,26,47.0,50.0,99624.0,20274.0,75.532014002
Tennessee,Wayne,4851.0,5.0,30.0,9.0,54.0,29,34,40,39.0,42.0,80720.0,17138.0,75.138579042
Tennessee,Weakley,5689.0,18.0,54.0,14.0,42.0,26,40,33,40.0,42.0,78646.0,17237.0,75.909049335
Tennessee,White,4148.0,9.0,33.0,4.0,15.0,28,37,24,45.0,52.0,77162.0,18773.0,74.866103292
Tennessee,Williamson,3029.0,338.0,146.0,441.0,185.0,14,23,18,48.0,59.0,207708.0,52958.0,81.734968636
Tennessee,Wilson,4996.0,43.0,31.0,79.0,55.0,20,34,22,42.0,56.0,136025.0,35503.0,78.279801097
Texas,Anderson,4905.0,19.0,33.0,25.0,43.0,22,38,27,34.0,44.0,83787.0,19685.0,73.305890849
Texas,Andrews,4874.0,9.0,50.0,3.0,16.0,17,31,27,27.0,24.0,133688.0,33148.0,76.847432645
Texas,Angelina,4791.0,51.0,59.0,118.0,136.0,20,40,33,40.0,49.0,91316.0,21194.0,76.300562504
Texas,Aransas,2727.0,9.0,38.0,19.0,81.0,20,38,34,46.0,49.0,101870.0,20318.0,76.832802641
Texas,Atascosa,5877.0,11.0,22.0,20.0,39.0,17,40,36,29.0,36.0,106461.0,24537.0,77.965713649
Texas,Austin,3746.0,5.0,17.0,12.0,40.0,17,32,27,34.0,41.0,118701.0,24957.0,78.761417954
Texas,Bailey,7737.0,2.0,28.0,2.0,29.0,18,26,19,37.0,42.0,93786.0,27382.0,79.058526329
Texas,Bandera,2544.0,5.0,22.0,20.0,87.0,18,29,27,37.0,42.0,107401.0,24701.0,78.80727328
Texas,Bastrop,4211.0,24.0,28.0,51.0,57.0,18,42,27,35.0,43.0,121974.0,27334.0,78.28675616
Texas,Bee,7994.0,7.0,21.0,15.0,46.0,20,34,19,32.0,31.0,91000.0,17182.0,75.879746191
Texas,Bell,6324.0,280.0,79.0,816.0,225.0,18,33,24,40.0,38.0,101988.0,25231.0,78.216763949
Texas,Bexar,3867.0,1507.0,76.0,3767.0,188.0,15,30,21,35.0,40.0,112658.0,24301.0,78.893612819
Texas,Blanco,3014.0,3.0,26.0,1.0,8.0,17,22,24,35.0,44.0,127542.0,30679.0,79.505914163
Texas,Bosque,5749.0,11.0,59.0,4.0,21.0,20,26,28,39.0,31.0,101374.0,24677.0,76.964130686
Texas,Bowie,5072.0,66.0,70.0,98.0,105.0,20,46,36,39.0,46.0,100371.0,19165.0,75.294840397
Texas,Brazoria,5365.0,233.0,63.0,268.0,72.0,15,32,32,33.0,45.0,147054.0,34010.0,79.412858214
Texas,Brazos,4558.0,196.0,86.0,225.0,98.0,16,31,19,48.0,55.0,109837.0,18261.0,80.966472445
